id,cabang,bin_awal,bin,sku,article_name,size,kategori,keterangan,tanggal_input,status
351,SURABAYA,DEFECT STORE,DEFECT STORE,31010026NS,31010026 PENTAGON FB COMP BALL - ORTRED/WHITE,NS,D2,PENYOK,2026-04-28T13:40:54.840115+00:00,Pending
352,SURABAYA,DEFECT STORE,DEFECT STORE,JRINIK1832XL,JRINIK183 ZXAG03 - BLACK,2XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
353,SURABAYA,DEFECT STORE,DEFECT STORE,JRLAVO01M,JRLAVO01 JAKET RUNNING - NAVY,M,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
354,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,JN25INDASVM,JN25INDASV 25 INDONESIA SV - WHITE/GREY/BLACK,M,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
355,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,JL24RMAHPIXL,JL24RMAHPI 24 REAL MADRID PI LS - WHITE,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
356,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,JS24RMAHPIS,JS24RMAHPI 24 REAL MADRID PI - WHITE,S,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
357,SURABAYA,DEFECT STORE,DEFECT STORE,JK23INTH26,JK23INTH 23 INTER MILAN KID - BLACK/BLUE,26,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
358,SURABAYA,DEFECT STORE,DEFECT STORE,JSRTR185M,JSRTR185 RETRO MANCHESTER UNITED 98 LS - RED,M,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
359,SURABAYA,DEFECT STORE,DEFECT STORE,JS25RMAAPIL,JS25RMAAPI 25 REAL MADRID PI - DARK BLUE,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
360,SURABAYA,DEFECT STORE,DEFECT STORE,JK25MCIA24,JK25MCIA 25 MANCHESTER CITY KID - BLACK,24,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
361,SURABAYA,DEFECT STORE,DEFECT STORE,JS25ARS3S,JS25ARS3 25 ARSENAL - WHITE/RED,S,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
362,SURABAYA,DEFECT STORE,DEFECT STORE,JK25MCIH28,JK25MCIH 25 MANCHESTER CITY KID - BLUE,28,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
363,SURABAYA,DEFECT STORE,DEFECT STORE,JS25BMUSEPIL,JS25BMUSEPI 25 BAYERN MUNCHEN OKTOBERFEST PI - CREAM,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
364,SURABAYA,DEFECT STORE,DEFECT STORE,JL25LIVAXL,JL25LIVA 25 LIVERPOOL LS - CREAM,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
365,SURABAYA,DEFECT STORE,DEFECT STORE,JL25ARSHPIL,JL25ARSHPI 25 ARSENAL PI LS - RED/WHITE,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
366,SURABAYA,DEFECT STORE,DEFECT STORE,JS25ARSHPIXL,JS25ARSHPI 25 ARSENAL PI - RED/WHITE,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
367,SURABAYA,DEFECT STORE,DEFECT STORE,JL25LIVAS,JL25LIVA 25 LIVERPOOL LS - CREAM,S,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
368,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,CTNIK324M,CTNIK324 C661 (PO) - BROWN,M,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
369,SURABAYA,DEFECT STORE,DEFECT STORE,CJUA273XL,CJUA273 L637 (PO) - BLACK,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
370,SURABAYA,DEFECT STORE,DEFECT STORE,990090340,9900903 FLUX - BLACK/BLACK,40,D2,ADA YANG RUSAK,2026-04-28T13:40:54.840115+00:00,Pending
371,SURABAYA,DEFECT STORE,DEFECT STORE,SFIA169L,SFIA169 REPLIKA AL NASR 2420 - GOLD/BLACK,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
372,SURABAYA,DEFECT STORE,DEFECT STORE,SOCOL15XL,SOCOL15 TEAMWEAR BARLOW - WHITE,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
373,SURABAYA,DEFECT STORE,DEFECT STORE,ATBCS38L,ATBCS38 BCSTUDIO X NARROW UNION - WHITE,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
374,SURABAYA,DEFECT STORE,DEFECT STORE,PINIK151L,PINIK151 QLP8806 - WHITE,L,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
375,SURABAYA,DEFECT STORE,DEFECT STORE,PINIK212XL,PINIK212 UX03 - BLUE,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
376,SURABAYA,DEFECT STORE,DEFECT STORE,PIJEZ642XL,PIJEZ64 T1108 SS - LIGHT BLUE,2XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
377,SURABAYA,DEFECT STORE,DEFECT STORE,ATLIN35XL,ATLIN35 LNB202 SHIRT - RED,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
378,SURABAYA,DEFECT STORE,DEFECT STORE,ATADI513XL,ATADI513 YWA02  - GREY,XL,D2,KOTOR,2026-04-28T13:40:54.840115+00:00,Pending
379,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,40225143,402251 ACCELERATOR ALPHA NERVE PRO IN - APRICOT WASH/GREEN GECKO/PERSIAN GREEN,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
380,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD0344,SPSARD03 NFINITY FLASH - BIRU/HIJAU CITRON,44,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
381,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD0739,SPSARD07 NFINITY FLASH - HITAM/EMAS,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
382,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1037,SPSARD10 NFINITY FLASH - ABU ABU/MERAH FUSHIA,37,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
383,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1039,SPSARD10 NFINITY FLASH - ABU ABU/MERAH FUSHIA,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
384,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1041,SPSARD10 NFINITY FLASH - ABU ABU/MERAH FUSHIA,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
385,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1743,SPSARD17 PRP NFINITY ACE - HIJAU CITRON/HITAM,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
386,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1842,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
387,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1840,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
388,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102035040,11020350 INSIGNIA IN - DARK GREEN/WHITE,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
389,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD0740,SPSARD07 NFINITY FLASH - HITAM/EMAS,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
390,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1038,SPSARD10 NFINITY FLASH - ABU ABU/MERAH FUSHIA,38,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
391,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD0339,SPSARD03 NFINITY FLASH - BIRU/HIJAU CITRON,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
392,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1739,SPSARD17 PRP NFINITY ACE - HIJAU CITRON/HITAM,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
393,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD0744,SPSARD07 NFINITY FLASH - HITAM/EMAS,44,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
394,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1839,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
395,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1043,SPSARD10 NFINITY FLASH - ABU ABU/MERAH FUSHIA,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
396,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102051140,11020511 EL TIBURON V3 IN - WHITE/BRONZE,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
397,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103024140,11030241 RECAST - WHITE/GREY/PEACH,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
398,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103024141,11030241 RECAST - WHITE/GREY/PEACH,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
399,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1841,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
400,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD1843,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
401,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N643982403122343,N6439824031223 HAZE INFIKNIT 1.0 - PUTIH/ABU,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
402,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103024142,11030241 RECAST - WHITE/GREY/PEACH,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
403,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103024143,11030241 RECAST - WHITE/GREY/PEACH,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
404,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910200342,9102003 TREXIMO ENERLITE - WHITE/GREY/TOSCA,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
405,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102049743,11020497 SEED IN - WHITE/ORTRED,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
406,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N746537859622440,N7465378596224 TAKASHI RUN ELITE SZ SE - PUTIH/BIRU MUDA/MERAH MUDA,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
407,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD2042,SPSARD20 RAITON BLAZE - BIRU/HITAM,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
408,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,930390238,9303902 XYCLOPS INFERNO FG - LT BLUE/BLUE/YELLOW,38,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
409,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910070940,9100709 ENERMAX DYNAPLATE - OFF WHITE/CORAL RED/NAVY,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
410,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N111178766643545,N1111787666435 HAZE 2.0 - PUTIH/ABU,45,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
411,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N54673422234241,N546734222342 HAZE 1.5 SE - HIJAU/PUTIH GADING,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
412,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103027841,11030278 CORBY - BLACK,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
413,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103027838,11030278 CORBY - BLACK,38,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
414,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1104013640,11040136 HYPERGLIDE 3.1 - BLACK/ORTANGE,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
415,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N54674356896345,N546743568963 HAZE VISION 1.0 - PUTIH/JINGGA,45,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
416,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910400443,9104004 ENERMAX CUSHION M2 - WHITE/PINE GREEN/PURPLE,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
417,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N746537859622443,N7465378596224 TAKASHI RUN ELITE SZ SE - PUTIH/BIRU MUDA/MERAH MUDA,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
418,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102045139,11020451 JOGOSALA ULTIMA - BLACK/BLUE/ORTRANGE,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
419,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102044737,11020447 JOGOSALA RAMPAGE V2 - WHITE/BLACK/CAMO,37,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
420,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102054144,11020541 FORTE METEOR IN - SILVER/PINK,44,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
421,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102056142,11020561 FORTE CLAWS IN - CLOUD BLUE,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
422,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N76546734256140,N765467342561 HAZE VISION 1.0 - PUTIH GADING/JINGGA/ABU TUA,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
423,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,G4378110301062337,G43781103010623 HAZE VISION 1.0 - ABU MD/BIRU/KUNING,37,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
424,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD14240,SPSARD142 METORA STARTER - CITRUN,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
425,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,G4378110301062343,G43781103010623 HAZE VISION 1.0 - ABU MD/BIRU/KUNING,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
426,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPE1040085400,SPE1040085 ATMOZPHYR - BILLOWING SAIL/STARGAZER,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
427,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD8040,SPSARD80 PRP NFINITY URBEAT PRO - WHITE CHERRY,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
428,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910140141,9101401 SPECTER - ALL BLACK,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
429,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1104013442,11040134 HYPERGLIDE 3.1 - WHITE/CYAN,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
430,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPE1020025400,SPE1020025 GRAVITY II IN - PEARL CITY/FUSION CORAL/JUNGLE GREEN,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
431,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPE402232410,SPE402232 ACCELERATOR ILLUZION 3 PRO IN - BONDI BLUE/MANDY/BOTTICELLI,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
432,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103023843,11030238 THE VAGABOND - RAIN FOREST,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
433,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N746537859622441,N7465378596224 TAKASHI RUN ELITE SZ SE - PUTIH/BIRU MUDA/MERAH MUDA,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
435,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1104013441,11040134 HYPERGLIDE 3.1 - WHITE/CYAN,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
436,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N165433389756344,N1654333897563 AURORUN STRIDE - PUTIH GADING/HIJAU TOSCA/HIJAU NEON,44,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
437,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPE1010364400,SPE1010364 LIGHTSPEED REBORN META XR FG - WHITE/MAGNIFICO,40,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
438,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1104009741,11040097 HYPERBLAST ENCORE - BLACK/WHITE,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
439,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N423811006052137,N4238110060521 HAZE 1.5 - ABU MUDA/PUTIH/BIRU,37,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
440,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,N6875124362230642,N68751243622306 HAZE VISION 1.0 - PUTIH/UNGU/MERAH MUDA,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
441,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910070241,9100702 ENERMAX DYNAPLATE - BLACK/DK GREY,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
442,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,900370439,9003704 ENZO TF - WHITE/GOLD,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
443,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910560441,9105604 ENERSTRIKE HYPER - WHITE/GREEN/BROKEN WHITE,41,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
444,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1102033739,11020337 HORIZON IN - AQUA/LIME/WHITE,39,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
445,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,910570542,9105705 DELTA - WHITE/BLACK,42,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
446,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,LS43444,LS434 CRUISER - HITAM/HITAM,44,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
447,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,1103026843,11030268 BRISBANE - SNOW,43,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
448,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,SPSARD22838,SPSARD228 COVENTRY 2.0 - WHITE CLOUD,38,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
449,SURABAYA,GL4-DC-DEFECT,GL4-DC-DEFECT,920080333,9200803 XYCLOPS HELIOS FG JR - SKY BLUE/MAGENTA,33,D2,OUTSOLE NGELOPEK,2026-04-28T13:40:54.840115+00:00,Pending
