id,cabang,bin_awal,bin,sku,article_name,size,kategori,keterangan,tanggal_input,status
617,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910120940,TREXIMO SAGA V2 - RED FIESTA/BLACK/NEON/WHITE,40,HANYA SEBELAH KANAN,HANYA KANAN SAJA (PERLU ADJUSMENT),2026-05-07T12:49:29.739051+00:00,Pending
618,SURABAYA,GL1-DC-INB,GL4-DC-REJECT,910120941,TREXIMO SAGA V2 - RED FIESTA/BLACK/NEON/WHITE,41,HANYA SEBELAH KIRI,HANYA KIRI SAJA,2026-05-07T12:49:29.739051+00:00,Pending
619,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD0743,NFINITY FLASH - HITAM/EMAS,43,HANYA SEBELAH KANAN,HANYA KANAN SAJA (PERLU ADJUSMENT),2026-05-07T12:49:29.739051+00:00,Pending
620,SURABAYA,GL1-DC-INB,GL4-DC-REJECT,SPSARD0743,NFINITY FLASH - HITAM/EMAS,43,HANYA SEBELAH KANAN,HANYA KANAN SAJA,2026-05-07T12:49:29.739051+00:00,Pending
621,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,SPE1020268400,GALACTICA MORPH NV IN - WHITE/ICE FLOW,40,D2,OUTSOLE YELLOWING,2026-05-07T12:49:29.739051+00:00,Pending
622,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,920080335,XYCLOPS HELIOS FG JR - SKY BLUE/MAGENTA,35,D1,ADA JAHITAN YANG TERKELUPAS,2026-05-07T12:49:29.739051+00:00,Pending
623,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,910430440,ENERSTRIKE ZENITH - WINTER WHITE/WHITE/GREEN,40,D2,UPPER KOTOR NODA,2026-05-07T12:49:29.739051+00:00,Pending
624,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,SPE1010141360,ELEVATION TWO JR FG - WHITE/MAGNIFICO,36,D1,UPPER DIGIGIT SEMUT SOL,2026-05-07T12:49:29.739051+00:00,Pending
626,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,970021542,ULTRAS CLASICA CORE - WHITE/WHITE,42,D2,KOTOR BEKAS NODA,2026-05-07T12:49:29.739051+00:00,Pending
627,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,JN22INDHSV2XL,22 INDONESIA SV - RED,2XL,R1,BERLUBANG SEPERTI TERKENA PUTUNG ROKOK,2026-05-07T12:49:29.739051+00:00,Pending
628,SURABAYA,GL1-DC-INB,GL4-DC-DEFECT,SPE1010141360,ELEVATION TWO JR FG - WHITE/MAGNIFICO,36,D1,UPPER DIGIGIT SEMUT SOL,2026-05-07T12:49:29.739051+00:00,Pending
625,SURABAYA,GL1-DC-INB,GL4-DC-REJECT,1101064240,CATALYST BALLISTIC FG - SILVER/BLACK,40,HANYA SEBELAH KIRI,HANYA KIRI SAJA,2026-05-07T12:49:29.739051+00:00,DONE
606,SURABAYA,GL1-DC-INB,GL4-DC-REJECT,SPE1010220390,CARNAGE FG - ICE FLOW/GEORGIA PEACH/CORSAIR,39,HANYA SEBELAH KIRI,HANYA KIRI SAJA,2026-05-07T12:49:29.739051+00:00,DONE
605,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1020214390,CARNAGE IN - ICE FLOW/GEORGIA PEACH/CORSAIR,39,HANYA SEBELAH KANAN,HANYA KANAN SAJA (PERLU ADJUSMENT),2026-05-07T12:49:29.739051+00:00,DONE
563,SURABAYA,GL4-DC-RAK04-26,GL4-DC-DEFECT,31010009NS,TORNADO FB BALL - WHITE/NAVY/GREEN,NS,D1,BOLA KOTOR DAN ADA BEKAS CORETAN WARNA MERAH,2026-05-01T20:33:44.796871+00:00,Pending
564,SURABAYA,STAGGING GAGAL QC,GL4-DC-DEFECT,31010009NS,TORNADO FB BALL - WHITE/NAVY/GREEN,NS,D2,BOLA KOTOR DAN ADA MOTIF YANG LUNTUR,2026-05-01T20:33:44.796871+00:00,Pending
575,SEMARANG,REJECT,REJECT,1103007741,11030077 PHYTON - ALL BLACK,41,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
576,SEMARANG,REJECT,REJECT,1103007745,11030077 PHYTON - ALL BLACK,45,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
577,SEMARANG,REJECT,REJECT,40223040,402230 ACCELERATOR ILLUZION 3 PRO IN - BLUE MARGUERITE/PARIS GRAY/SAFETY YELLOW,40,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
578,SEMARANG,REJECT,REJECT,40223040,402230 ACCELERATOR ILLUZION 3 PRO IN - BLUE MARGUERITE/PARIS GRAY/SAFETY YELLOW,40,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
579,SEMARANG,REJECT,REJECT,SPSARD11043,SPSARD110 VOLSTOG - BLACK,43,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
580,SEMARANG,REJECT,REJECT,SPSARD11043,SPSARD110 VOLSTOG - BLACK,43,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
581,SEMARANG,REJECT,REJECT,1102067946,11020679 CATALYST HYPERION IN - SILVER/ORTRANGE,46,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
582,SEMARANG,REJECT,REJECT,1102067945,11020679 CATALYST HYPERION IN - SILVER/ORTRANGE,45,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
583,SEMARANG,REJECT,REJECT,ASMOL213,ASMOL21 BASKETBALL BGR3 - BLUE/ORANGE,3,R4,LUBANG CHOP RUSAK,2026-05-04T13:56:12.493345+00:00,Pending
584,SEMARANG,REJECT,REJECT,940270242,9402702 XYCLOPS ACG MK II PRIME IN - PHANTOM BLACK/SPECTRA GREEN,42,R3,SIZE SAMA HANYA DIMENSI SEPATU SEBELAH KANAN LEBIH BESAR,2026-05-04T13:56:12.493345+00:00,Pending
585,SEMARANG,REJECT,REJECT,SPSARD1839,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,39,R2,LEM MIDSOLE MENGELUPAS,2026-05-04T13:56:12.493345+00:00,Pending
586,SEMARANG,REJECT,REJECT,990050342,9900503 VULCAN SLIDE - OCEAN BLUE/LIME GREEN/WHITE,42,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
587,SEMARANG,REJECT,REJECT,990050341,9900503 VULCAN SLIDE - OCEAN BLUE/LIME GREEN/WHITE,41,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
588,SEMARANG,REJECT,REJECT,940370341,9403703 GLADION IN - PURPLE/VIOLET/CYAN,41,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
589,SEMARANG,REJECT,REJECT,940370340,9403703 GLADION IN - PURPLE/VIOLET/CYAN,40,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
590,SEMARANG,REJECT,REJECT,1102051440,11020514 RAVEN V2 IN - AIRFORCE BLUE/GOLD,40,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
591,SEMARANG,REJECT,REJECT,1102051439,11020514 RAVEN V2 IN - AIRFORCE BLUE/GOLD,39,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
592,SEMARANG,REJECT,REJECT,990080239,9900802 METASLIDE GRAFFITI - WHITE/BLACK,39,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
593,SEMARANG,REJECT,REJECT,990080238,9900802 METASLIDE GRAFFITI - WHITE/BLACK,38,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
594,SEMARANG,REJECT,REJECT,CTADI287L,CTADI287 HNL01 (MI) - BLACK,L,R4,SOBEK,2026-05-04T13:56:12.493345+00:00,Pending
595,SEMARANG,REJECT,REJECT,1102055742,11020557 MEMPHIS IN - PISTACHIO/TEAL/HONEY,42,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-04T13:56:12.493345+00:00,Pending
596,SEMARANG,REJECT,REJECT,1102055740,11020557 MEMPHIS IN - PISTACHIO/TEAL/HONEY,40,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-04T13:56:12.493345+00:00,Pending
597,SEMARANG,REJECT,REJECT,N9986643682440,N99866436824 HAZE STRIKE PRIME 1.5 - HIJAU TEAL/LIME/MINT,40,R4,"BEKAS RETUR DARI CUST, KONDISI JEBOL",2026-05-04T13:56:12.493345+00:00,Pending
598,SEMARANG,DEFECT,DEFECT,SPSARD1843,SPSARD18 PRP NFINITY ACE - HITAM/FUSHIA,43,D3,LEM MIDSOLE MENGELUPAS,2026-05-04T13:56:12.493345+00:00,Pending
599,SEMARANG,DEFECT,DEFECT,1103020440,11030204 MONARCH - BLACK/WHITE,40,D3,LEM MIDSOLE MENGELUPAS,2026-05-04T13:56:12.493345+00:00,Pending
600,SEMARANG,DEFECT,DEFECT,1103020440,11030204 MONARCH - BLACK/WHITE,40,D3,LEM MIDSOLE MENGELUPAS,2026-05-04T13:56:12.493345+00:00,Pending
657,SURABAYA,TOKO,REJECT DC,GW413840S,GW4138 GALAXY 6M - ALL BLACK,40S,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-11T15:22:58+00:00,Pending
559,SURABAYA,GL3-DC-A2-2,REJECT DC,900220241,9002202 VOLTASALA ARION M2 TF - ALL BLACK,41,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI SAJA,2026-04-28T17:58:34+00:00,DONE
567,SEMARANG,REJECT,REJECT,1101064240,11010642 CATALYST BALLISTIC FG - SILVER/BLACK,40,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-01T20:44:59.96874+00:00,DONE
569,SEMARANG,REJECT,REJECT,900220241,9002202 VOLTASALA ARION M2 TF - ALL BLACK,41,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-01T20:44:59.96874+00:00,DONE
570,SEMARANG,REJECT,REJECT,930780240,9307802 SPYRO FG - MARINA BLUE/LT BLUE/RED,40,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-01T20:44:59.96874+00:00,DONE
660,SURABAYA,GL4-DC-LIVE,GL4-DC-REJECT,910560939,ENERSTRIKE HYPER - BLACK/SILVER/YELLOW,39,R1,KANAN KENA RAYAP,2026-05-29T15:02:26.451103+00:00,Pending
661,SURABAYA,GL4-DC-LIVE,GL4-DC-REJECT,910410640,ENERSTRIKE BLITZ M2 - PASTEL JADE/ORANGE/NEON YELLOW,40,R1,KANAN KENA RAYAP,2026-05-29T15:02:26.451103+00:00,Pending
662,SURABAYA,GL4-DC-LIVE,GL4-DC-REJECT,910640241,KAISER - ALL BLACK,41,R1,KANAN KENA RAYAP,2026-05-29T15:02:26.451103+00:00,Pending
663,SURABAYA,GL4-DC-LIVE,GL4-DC-REJECT,910560341,ENERSTRIKE HYPER - WHITE/BROKEN WHITE,41,R1,KANAN KENA RAYAP,2026-05-29T15:02:26.451103+00:00,Pending
664,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910520342,ENERSTRIKE FLY M2 - WHITE/BLACK,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
665,SURABAYA,STAGGING REFUND,GL4-DC-REJECT,910520341,ENERSTRIKE FLY M2 - WHITE/BLACK,41,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-29T15:02:26.451103+00:00,Pending
666,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,990050342,VULCAN SLIDE - OCEAN BLUE/LIME GREEN/WHITE,42,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-29T15:02:26.451103+00:00,Pending
667,SURABAYA,GL3-DC-PUTAWAY,GL4-DC-REJECT,990050341,VULCAN SLIDE - OCEAN BLUE/LIME GREEN/WHITE,41,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
668,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1104015740,HYPERBLAST ENCORE - PISTACHIO/CAMO,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-29T15:02:26.451103+00:00,Pending
669,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102055742,MEMPHIS IN - PISTACHIO/TEAL/HONEY,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
670,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD35942,REFRACTION - ALL BLACK,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
565,SEMARANG,REJECT,REJECT,1101070144,11010701 CATALYST LEGION V5 FG - AQUA/LIME,44,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-01T20:44:59.96874+00:00,Pending
566,SEMARANG,REJECT,REJECT,1101066844,11010668 CATALYST LEGION V5 FG - CELESTE BLUE/WHITE,44,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-01T20:44:59.96874+00:00,Pending
568,SEMARANG,REJECT,REJECT,1102064240,11020642 CATALYST BALLISTIC IN - SILVER/BLACK,40,HANYA SEBELAH KIRI,HANYA SEBELAH KIRI,2026-05-01T20:44:59.96874+00:00,Pending
572,SEMARANG,REJECT,REJECT,SPSARD35941,SPSARD359 REFRACTION - ALL BLACK,41,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-01T20:44:59.96874+00:00,Pending
313,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD103744,ARDILES NFINITY FLASH - ABU-ABU/MERAH FUSHIA,44,R4,OUTSOLE MENGELUPAS/SOBEK,2026-04-28T13:34:48.783185+00:00,Pending
314,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910560441,ENERSTRIKE HYPER - WHITE/GREEN/BROKEN WHITE,41,R4,PENUH DENGAN RAYAP,2026-04-28T13:34:48.783185+00:00,Pending
315,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,N7465378596224,TAKASHI RUN ELIT - PUTIH/BIRU MUDA/MERAH MUDA,40,R3,YELLOWING PARAH  PADA BAGIAN UPPER SEBELAH KANAN,2026-04-28T13:34:48.783185+00:00,Pending
316,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910640240,KAISER - ALL BLACK,40,HANYA SEBELAH KIRI,"HANYA ADA KIRI SAJA
",2026-04-28T13:34:48.783185+00:00,Pending
317,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,0105004142,OMEGA 2.0 - BLACK/WHITE,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
318,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSYON5841,HEXIS - BLACK/WAVE BLUE,41,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
319,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1742,ARDILES NFINITY ACE - HIJAU CITRON/HITAM,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
320,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD0240,ARDILES NFINITY RAITON - ORANGE/HITAM,40,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
322,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1010134390,ACCELERATOR LIGHTSPEED 4 NITRO CORE FG,39,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
323,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910310741,ENERMAX NANOKIT - WHITE/GREEN/TURQUOISE,41,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
324,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1101026638,ZENITH FG - BLACK/GREY,38,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
325,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910200142,TREXIMO ENERLITE - BLACK,42,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,Pending
326,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102044837,JOGOSALA RAMPAGE V2 - GREY/LIME/ORTRANGE,37,HANYA SEBELAH KIRI,HANYA ADA KIRI AJA,2026-04-28T13:34:48.783185+00:00,Pending
327,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102058344,JOGOSALA RAMPAGE V2 - NAVY/PEACH/WHITE,44,HANYA SEBELAH KIRI,HANYA ADA KIRI AJA,2026-04-28T13:34:48.783185+00:00,Pending
328,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE102027741,SPEEDBLAZE 4 IN - LIGHTEST SKY/WHITE/GOBLIN BLUE,41,HANYA SEBELAH KIRI,HANYA ADA KIRI AJA,2026-04-28T13:34:48.783185+00:00,Pending
329,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102073342,MIRAGE IN - SILVER/TEAL,42,HANYA SEBELAH KIRI,HANYA ADA KIRI AJA,2026-04-28T13:34:48.783185+00:00,Pending
330,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102059843,JOGOSALA CRUSHER V2 - CLOUD BLUE/CAMO,43,HANYA SEBELAH KIRI,HANYA ADA KIRI AJA,2026-04-28T13:34:48.783185+00:00,Pending
331,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,0105004141,OMEGA 2.0 - BLACK/WHITE,41,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
332,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSYON5842,HEXIS - BLACK/WAVE BLUE,42,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
333,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1740,ARDILES NFINITY ACE - HIJAU CITRON/HITAM,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
334,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1843,ARDILES NFINITY ACE - HITAM/FUSHIA,43,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
335,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1844,ARDILES NFINITY ACE - HITAM/FUSHIA,44,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
336,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1940,ARDILES RAITON BLAZE - ORANGE HITAM,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
337,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,970230440,ECHO - TRIPPLE BLACK,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
338,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE402211420,ARROW IN - BLACK/JET BLACK/SILVER,42,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
340,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1010131390,ACCELERATOR LIGHTSPEED 4 NITRO PRO FG - STERLING BLUE/AMAZONITE,39,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
341,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPSARD1840,ARDILES NFINITY ACE - HITAM/FUSHIA,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
342,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1040060400,FLYBIRD SV SUBS1 - WHITE/BLACK,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
343,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1020075410,REACTO DEVIANT CORE IN - WHITE/PINK/DESIRE BLUE,41,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
344,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910100141,ENERMAX CUSHION - RED/ORANGE/BLACK,41,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
345,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,910100139,ENERMAX CUSHION - RED/ORANGE/BLACK,39,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,Pending
346,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102044839,JOGOSALA RAMPAGE V2 - GREY/LIME/ORTRANGE,39,HANYA SEBELAH KANAN,HANYA ADA KANAN AJA,2026-04-28T13:34:48.783185+00:00,Pending
347,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102058343,JOGOSALA RAMPAGE V2 - NAVY/PEACH/WHITE,43,HANYA SEBELAH KANAN,HANYA ADA KANAN AJA,2026-04-28T13:34:48.783185+00:00,Pending
348,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1020277420,SPEEDBLAZE 4 IN - LIGHTEST SKY/WHITE/GOBLIN BLUE,42,HANYA SEBELAH KANAN,HANYA ADA KANAN AJA,2026-04-28T13:34:48.783185+00:00,Pending
349,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102073343,MIRAGE IN - SILVER/TEAL,43,HANYA SEBELAH KANAN,HANYA ADA KANAN AJA,2026-04-28T13:34:48.783185+00:00,Pending
350,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102059842,JOGOSALA CRUSHER V2 - CLOUD BLUE/CAMO,42,HANYA SEBELAH KANAN,HANYA ADA KANAN AJA,2026-04-28T13:34:48.783185+00:00,Pending
573,SEMARANG,REJECT,REJECT,1104015740,11040157 HYPERBLAST ENCORE - PISTACHIO/CAMO,40,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN,2026-05-01T20:44:59.96874+00:00,Pending
560,SURABAYA,TOKO,REJECT DC,930780240,9307802 SPYRO FG - MARINA BLUE/LT BLUE/RED,40,HANYA SEBELAH KANAN,HANYA SEBELAH KANAN SAJA,2026-04-28T17:59:37+00:00,DONE
339,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1010220390,CARNAGE FG - ICE FLOW/GEORGIA PEACH/CORSAIR,39,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-04-28T13:34:48.783185+00:00,DONE
321,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,SPE1020214390,CARNAGE IN - ICE FLOW/GEORGIA PEACH/CORSAIR,39,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-04-28T13:34:48.783185+00:00,DONE
671,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1103007741,PHYTON - ALL BLACK,41,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
672,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,940370341,GLADION IN - PURPLE/VIOLET/CYAN,41,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-29T15:02:26.451103+00:00,Pending
673,SURABAYA,GL4-DC-REJECT,GL4-DC-REJECT,1102051440,RAVEN V2 IN - AIRFORCE BLUE/GOLD,40,HANYA SEBELAH KANAN,HANYA ADA KANAN SAJA,2026-05-29T15:02:26.451103+00:00,Pending
674,SURABAYA,STAGGING INBOUND,GL4-DC-DEFECT,910200841,TREXIMO ENERLITE - WHITE/LT.GREY,41,D1,KOTOR PADA BAGIAN UPPER,2026-05-29T15:02:26.451103+00:00,Pending
675,SURABAYA,STAGGING GAGAL QC,GL4-DC-DEFECT,910310541,ENERMAX NANOKIT - GREEN/BLACK/WHITE,41,D2,KOTOR PADA UPPER DAN WARNA MEMUDAR,2026-05-29T15:02:26.451103+00:00,Pending
676,SURABAYA,GUDANG LT.2,GL4-DC-REJECT,AJONM09NS,SOFT FLASK 250ML,NS,R1,retur dari customer infonya airnya gabisa keluar dari soft flasknya,2026-05-29T15:02:26.451103+00:00,Pending
677,SURABAYA,STAGGING INBOUND,GL4-DC-DEFECT,SPE1020214390,CARNAGE IN - ICE FLOW/GEORGIA PEACH/CORSAIR,39,D2,YELLOWING PADA OUTSOLE SEBELAH KANAN,2026-05-29T15:02:26.451103+00:00,Pending
678,SURABAYA,TOKO,GL4-DC-REJECT,GW413842S,GW4138 GALAXY 6M - ALL BLACK,42S,HANYA SEBELAH KIRI,HANYA ADA KIRI SAJA,2026-05-29T15:02:26.451103+00:00,Pending
679,SURABAYA,GL4-DC-LIVE,REJECT DC,910560242,ENERSTRIKE HYPER - SOFT BLUE/WHITE,42,R1,KANAN KENA RAYAP,2026-05-29T16:52:08+00:00,Pending
